
26/09/2020,21:34:11,"0,77"
26/09/2020,21:34:20,"0,77"
26/09/2020,21:34:30,"0,82"
26/09/2020,21:34:40,"0,98"
26/09/2020,21:34:49,"0,98"
26/09/2020,21:35:00,"0,93"
26/09/2020,21:35:10,"0,77"
26/09/2020,21:35:19,"0,77"
26/09/2020,21:35:30,0
26/09/2020,21:35:40,"0,77"
26/09/2020,21:35:50,"0,77"
26/09/2020,21:36:00,"0,77"
