ACCELEROMETER X (m/s²),ACCELEROMETER Y (m/s²),ACCELEROMETER Z (m/s²),GRAVITY X (m/s²),GRAVITY Y (m/s²),GRAVITY Z (m/s²),LINEAR ACCELERATION X (m/s²),LINEAR ACCELERATION Y (m/s²),LINEAR ACCELERATION Z (m/s²),LIGHT (lux),MAGNETIC FIELD X (μT),MAGNETIC FIELD Y (μT),MAGNETIC FIELD Z (μT),ORIENTATION Z (azimuth °),ORIENTATION X (pitch °),ORIENTATION Y (roll °),PROXIMITY (i),SOUND LEVEL (dB),LOCATION Latitude : ,LOCATION Longitude : ,LOCATION Altitude ( m),LOCATION Altitude-google ( m),LOCATION Speed ( m/s),LOCATION Accuracy ( m),LOCATION ORIENTATION (°),Satellites in range,Time since start in ms ,YYYY-MO-DD HH-MI-SS_SSS
0.7662,-0.9529,9.8677,0.0103,-1.0727,9.7478,0.4541,0.0458,-0.0921,40.0,35.22,28.81,15.71,310.89,6.13,0.77,2.0,34.061,-7.760324,110.37554,534.36,NaN,0.0,10.374194,,18 / 36,65,2020-09-27 05:39:18:900
0.7662,-0.9529,9.8677,0.0103,-1.0727,9.7478,0.4541,0.0458,-0.0921,40.0,35.22,28.81,15.71,310.89,6.13,0.77,2.0,34.061,-7.760324,110.37554,534.36,NaN,0.0,10.374194,,18 / 36,76,2020-09-27 05:39:18:911
0.7662,-0.9529,9.8677,0.0103,-1.0727,9.7478,0.4541,0.0458,-0.0921,40.0,35.22,28.81,15.71,310.89,6.13,0.77,2.0,34.061,-7.760324,110.37554,534.36,NaN,0.0,10.374194,,18 / 36,85,2020-09-27 05:39:18:920
0.7662,-0.9529,9.8677,0.0103,-1.0727,9.7478,0.4541,0.0458,-0.0921,40.0,35.22,28.81,15.71,310.89,6.13,0.77,2.0,34.061,-7.760324,110.37554,534.36,NaN,0.0,10.374194,,18 / 36,95,2020-09-27 05:39:18:930
0.7662,-0.9529,9.8677,0.0103,-1.0727,9.7478,0.4541,0.0458,-0.0921,40.0,35.22,28.81,15.71,310.89,6.13,0.77,2.0,34.061,-7.760324,110.37554,534.36,NaN,0.0,10.374194,,18 / 36,105,2020-09-27 05:39:18:940
0.7662,-0.9529,9.8677,0.0103,-1.0727,9.7478,0.4541,0.0458,-0.0921,40.0,35.22,28.81,15.71,310.89,6.13,0.77,2.0,34.061,-7.760324,110.37554,534.36,NaN,0.0,10.374194,,18 / 36,115,2020-09-27 05:39:18:950
0.7662,-0.9529,9.8677,0.0103,-1.0727,9.7478,0.4541,0.0458,-0.0921,40.0,36.48,27.76,12.08,309.01,6.28,-0.06,2.0,34.061,-7.760324,110.37554,534.36,NaN,0.0,10.374194,,18 / 36,125,2020-09-27 05:39:18:960
0.7662,-0.9529,9.8677,0.0103,-1.0727,9.7478,0.4541,0.0458,-0.0921,40.0,36.48,27.76,12.08,309.01,6.28,-0.06,2.0,34.061,-7.760324,110.37554,534.36,NaN,0.0,10.374194,,18 / 36,135,2020-09-27 05:39:18:970
0.7662,-0.9529,9.8677,0.0103,-1.0727,9.7478,0.4541,0.0458,-0.0921,40.0,36.48,27.76,12.08,309.01,6.28,-0.06,2.0,34.061,-7.760324,110.37554,534.36,NaN,0.0,10.374194,,18 / 36,145,2020-09-27 05:39:18:980
0.7662,-0.9529,9.8677,0.0103,-1.0727,9.7478,0.4541,0.0458,-0.0921,40.0,36.48,27.76,12.08,309.01,6.28,-0.06,2.0,34.061,-7.760324,110.37554,534.36,NaN,0.0,10.374194,,18 / 36,154,2020-09-27 05:39:18:989
0.7662,-0.9529,9.8677,0.0103,-1.0727,9.7478,0.4541,0.0458,-0.0921,40.0,36.48,27.76,12.08,309.01,6.28,-0.06,2.0,34.061,-7.760324,110.37554,534.36,NaN,0.0,10.374194,,18 / 36,164,2020-09-27 05:39:18:999
0.7662,-0.9529,9.8677,0.0103,-1.0727,9.7478,0.4541,0.0458,-0.0921,40.0,36.48,27.76,12.08,309.01,6.28,-0.06,2.0,34.061,-7.760324,110.37554,534.36,NaN,0.0,10.374194,,18 / 36,176,2020-09-27 05:39:19:011
0.7662,-0.9529,9.8677,0.0103,-1.0727,9.7478,0.4541,0.0458,-0.0921,40.0,36.48,27.76,12.08,309.01,6.28,-0.06,2.0,34.061,-7.760324,110.37554,534.36,NaN,0.0,10.374194,,18 / 36,185,2020-09-27 05:39:19:020
1.1253,-1.2737,9.7815,0.0103,-1.0727,9.7478,0.4541,0.0458,-0.0921,40.0,36.48,27.76,12.08,309.01,6.28,-0.06,2.0,34.061,-7.760324,110.37554,534.36,NaN,0.0,10.374194,,18 / 36,195,2020-09-27 05:39:19:030
1.1253,-1.2737,9.7815,0.4689,-1.1542,9.7272,0.4849,-0.1556,-0.0302,40.0,36.48,27.76,12.08,309.01,6.28,-0.06,2.0,34.998,-7.760324,110.37554,534.36,NaN,0.0,10.374194,,18 / 36,205,2020-09-27 05:39:19:040
1.1253,-1.2737,9.7815,0.4689,-1.1542,9.7272,0.4849,-0.1556,-0.0302,40.0,36.48,27.76,12.08,309.01,6.28,-0.06,2.0,34.998,-7.760324,110.37554,534.36,NaN,0.0,10.374194,,18 / 36,215,2020-09-27 05:39:19:050
1.1253,-1.2737,9.7815,0.4689,-1.1542,9.7272,0.4849,-0.1556,-0.0302,40.0,36.48,27.76,12.08,309.01,6.28,-0.06,2.0,34.998,-7.760324,110.37554,534.36,NaN,0.0,10.374194,,18 / 36,226,2020-09-27 05:39:19:061
1.1253,-1.2737,9.7815,0.4689,-1.1542,9.7272,0.4849,-0.1556,-0.0302,40.0,36.48,27.76,12.08,309.01,6.28,-0.06,2.0,34.998,-7.760324,110.37554,534.36,NaN,0.0,10.374194,,18 / 36,235,2020-09-27 05:39:19:070
1.1253,-1.2737,9.7815,0.4689,-1.1542,9.7272,0.4849,-0.1556,-0.0302,40.0,36.48,27.76,12.08,309.01,6.28,-0.06,2.0,34.998,-7.760324,110.37554,534.36,NaN,0.0,10.374194,,18 / 36,245,2020-09-27 05:39:19:080
1.1253,-1.2737,9.7815,0.4689,-1.1542,9.7272,0.4849,-0.1556,-0.0302,40.0,36.48,27.76,12.08,309.01,6.28,-0.06,2.0,34.998,-7.760324,110.37554,534.36,NaN,0.0,10.374194,,18 / 36,255,2020-09-27 05:39:19:090
1.1253,-1.2737,9.7815,0.4689,-1.1542,9.7272,0.4849,-0.1556,-0.0302,40.0,36.48,27.76,12.08,309.01,6.28,-0.06,2.0,34.998,-7.760324,110.37554,534.36,NaN,0.0,10.374194,,18 / 36,265,2020-09-27 05:39:19:100
1.1253,-1.2737,9.7815,0.4689,-1.1542,9.7272,0.4849,-0.1556,-0.0302,40.0,36.48,27.76,12.08,309.01,6.28,-0.06,2.0,34.998,-7.760324,110.37554,534.36,NaN,0.0,10.374194,,18 / 36,275,2020-09-27 05:39:19:110
1.1253,-1.2737,9.7815,0.4689,-1.1542,9.7272,0.4849,-0.1556,-0.0302,40.0,37.63,27.01,10.93,307.12,6.76,-2.76,2.0,34.998,-7.760324,110.37554,534.36,NaN,0.0,10.374194,,18 / 36,285,2020-09-27 05:39:19:120
1.1253,-1.2737,9.7815,0.4689,-1.1542,9.7272,0.4849,-0.1556,-0.0302,40.0,37.63,27.01,10.93,307.12,6.76,-2.76,2.0,34.998,-7.760324,110.37554,534.36,NaN,0.0,10.374194,,18 / 36,295,2020-09-27 05:39:19:130
1.1253,-1.2737,9.7815,0.4689,-1.1542,9.7272,0.4849,-0.1556,-0.0302,40.0,37.63,27.01,10.93,307.12,6.76,-2.76,2.0,34.998,-7.760324,110.37554,534.36,NaN,0.0,10.374194,,18 / 36,305,2020-09-27 05:39:19:140
1.5514,-1.1492,9.8198,0.4689,-1.1542,9.7272,0.4849,-0.1556,-0.0302,40.0,37.63,27.01,10.93,307.12,6.76,-2.76,2.0,34.998,-7.760324,110.37554,534.36,NaN,0.0,10.374194,,18 / 36,315,2020-09-27 05:39:19:150
1.5514,-1.1492,9.8198,0.8368,-1.1673,9.7009,0.6782,0.0739,-0.2992,40.0,37.63,27.01,10.93,307.12,6.76,-2.76,2.0,34.998,-7.760324,110.37554,534.36,NaN,0.0,10.374194,,18 / 36,325,2020-09-27 05:39:19:160
1.5514,-1.1492,9.8198,0.8368,-1.1673,9.7009,0.6782,0.0739,-0.2992,40.0,37.63,27.01,10.93,307.12,6.76,-2.76,2.0,34.998,-7.760324,110.37554,534.36,NaN,0.0,10.374194,,18 / 36,335,2020-09-27 05:39:19:170
1.5514,-1.1492,9.8198,0.8368,-1.1673,9.7009,0.6782,0.0739,-0.2992,40.0,37.63,27.01,10.93,307.12,6.76,-2.76,2.0,34.998,-7.760324,110.37554,534.36,NaN,0.0,10.374194,,18 / 36,345,2020-09-27 05:39:19:180
1.5514,-1.1492,9.8198,0.8368,-1.1673,9.7009,0.6782,0.0739,-0.2992,40.0,37.63,27.01,10.93,307.12,6.76,-2.76,2.0,34.998,-7.760324,110.37554,534.36,NaN,0.0,10.374194,,18 / 36,355,2020-09-27 05:39:19:190
1.5514,-1.1492,9.8198,0.8368,-1.1673,9.7009,0.6782,0.0739,-0.2992,40.0,37.63,27.01,10.93,307.12,6.76,-2.76,2.0,34.998,-7.760324,110.37554,534.36,NaN,0.0,10.374194,,18 / 36,368,2020-09-27 05:39:19:203
1.5514,-1.1492,9.8198,0.8368,-1.1673,9.7009,0.6782,0.0739,-0.2992,40.0,37.63,27.01,10.93,307.12,6.76,-2.76,2.0,34.998,-7.760324,110.37554,534.36,NaN,0.0,10.374194,,18 / 36,374,2020-09-27 05:39:19:209
1.5514,-1.1492,9.8198,0.8368,-1.1673,9.7009,0.6782,0.0739,-0.2992,40.0,37.63,27.01,10.93,307.12,6.76,-2.76,2.0,34.998,-7.760324,110.37554,534.36,NaN,0.0,10.374194,,18 / 36,385,2020-09-27 05:39:19:220
1.5514,-1.1492,9.8198,0.8368,-1.1673,9.7009,0.6782,0.0739,-0.2992,40.0,37.19,26.97,9.39,308.06,6.84,-4.93,2.0,34.998,-7.760324,110.37554,534.36,NaN,0.0,10.374194,,18 / 36,395,2020-09-27 05:39:19:230
1.5514,-1.1492,9.8198,0.8368,-1.1673,9.7009,0.6782,0.0739,-0.2992,40.0,37.19,26.97,9.39,308.06,6.84,-4.93,2.0,34.998,-7.760324,110.37554,534.36,NaN,0.0,10.374194,,18 / 36,405,2020-09-27 05:39:19:240
1.5514,-1.1492,9.8198,0.8368,-1.1673,9.7009,0.6782,0.0739,-0.2992,39.0,37.19,26.97,9.39,308.06,6.84,-4.93,2.0,34.998,-7.760324,110.37554,534.36,NaN,0.0,10.374194,,18 / 36,415,2020-09-27 05:39:19:250
1.5514,-1.1492,9.8198,0.8368,-1.1673,9.7009,0.6782,0.0739,-0.2992,39.0,37.19,26.97,9.39,308.06,6.84,-4.93,2.0,34.998,-7.760324,110.37554,534.36,NaN,0.0,10.374194,,18 / 36,425,2020-09-27 05:39:19:260
1.5514,-1.1492,9.8198,0.8368,-1.1673,9.7009,0.6782,0.0739,-0.2992,39.0,37.19,26.97,9.39,308.06,6.84,-4.93,2.0,34.998,-7.760324,110.37554,534.36,NaN,0.0,10.374194,,18 / 36,435,2020-09-27 05:39:19:270
2.0399,-1.3407,9.9683,0.8368,-1.1673,9.7009,0.6782,0.0739,-0.2992,39.0,37.19,26.97,9.39,308.06,6.84,-4.93,2.0,34.998,-7.760324,110.37554,534.36,NaN,0.0,10.374194,,18 / 36,445,2020-09-27 05:39:19:280
2.0399,-1.3407,9.9683,0.8368,-1.1673,9.7009,0.6782,0.0739,-0.2992,39.0,37.19,26.97,9.39,308.06,6.84,-4.93,2.0,34.998,-7.760324,110.37554,534.36,NaN,0.0,10.374194,,18 / 36,455,2020-09-27 05:39:19:290
2.0399,-1.3407,9.9683,0.8368,-1.1673,9.7009,0.6782,0.0739,-0.2992,39.0,37.19,26.97,9.39,308.06,6.84,-4.93,2.0,34.998,-7.760324,110.37554,534.36,NaN,0.0,10.374194,,18 / 36,465,2020-09-27 05:39:19:300
2.0399,-1.3407,9.9683,1.2139,-1.2281,9.6534,0.5597,-0.1477,0.0197,39.0,37.19,26.97,9.39,308.06,6.84,-4.93,2.0,34.998,-7.760324,110.37554,534.36,NaN,0.0,10.374194,,18 / 36,475,2020-09-27 05:39:19:310
2.0399,-1.3407,9.9683,1.2139,-1.2281,9.6534,0.5597,-0.1477,0.0197,39.0,37.19,26.97,9.39,308.06,6.84,-4.93,2.0,34.998,-7.760324,110.37554,534.36,NaN,0.0,10.374194,,18 / 36,485,2020-09-27 05:39:19:320
2.0399,-1.3407,9.9683,1.2139,-1.2281,9.6534,0.5597,-0.1477,0.0197,39.0,37.19,26.97,9.39,308.06,6.84,-4.93,2.0,34.998,-7.760324,110.37554,534.36,NaN,0.0,10.374194,,18 / 36,495,2020-09-27 05:39:19:330
2.0399,-1.3407,9.9683,1.2139,-1.2281,9.6534,0.5597,-0.1477,0.0197,39.0,37.19,26.97,9.39,308.06,6.84,-4.93,2.0,34.102,-7.760324,110.37554,534.36,NaN,0.0,10.374194,,18 / 36,505,2020-09-27 05:39:19:340
2.0399,-1.3407,9.9683,1.2139,-1.2281,9.6534,0.5597,-0.1477,0.0197,39.0,37.19,26.97,9.39,308.06,6.84,-4.93,2.0,34.102,-7.760324,110.37554,534.36,NaN,0.0,10.374194,,18 / 36,515,2020-09-27 05:39:19:350
2.0399,-1.3407,9.9683,1.2139,-1.2281,9.6534,0.5597,-0.1477,0.0197,39.0,37.19,26.97,9.39,308.06,6.84,-4.93,2.0,34.102,-7.760324,110.37554,534.36,NaN,0.0,10.374194,,18 / 36,524,2020-09-27 05:39:19:359
2.0399,-1.3407,9.9683,1.2139,-1.2281,9.6534,0.5597,-0.1477,0.0197,39.0,37.19,26.97,9.39,308.06,6.84,-4.93,2.0,34.102,-7.760324,110.37554,534.36,NaN,0.0,10.374194,,18 / 36,535,2020-09-27 05:39:19:370
2.0399,-1.3407,9.9683,1.2139,-1.2281,9.6534,0.5597,-0.1477,0.0197,39.0,38.43,26.31,7.97,306.72,7.19,-7.17,2.0,34.102,-7.760324,110.37554,534.36,NaN,0.0,10.374194,,18 / 36,545,2020-09-27 05:39:19:380
2.0399,-1.3407,9.9683,1.2139,-1.2281,9.6534,0.5597,-0.1477,0.0197,39.0,38.43,26.31,7.97,306.72,7.19,-7.17,2.0,34.102,-7.760324,110.37554,534.36,NaN,0.0,10.374194,,18 / 36,555,2020-09-27 05:39:19:390
2.0399,-1.3407,9.9683,1.2139,-1.2281,9.6534,0.5597,-0.1477,0.0197,39.0,38.43,26.31,7.97,306.72,7.19,-7.17,2.0,34.102,-7.760324,110.37554,534.36,NaN,0.0,10.374194,,18 / 36,565,2020-09-27 05:39:19:400
2.2841,-1.2737,9.2883,1.2139,-1.2281,9.6534,0.5597,-0.1477,0.0197,39.0,38.43,26.31,7.97,306.72,7.19,-7.17,2.0,34.102,-7.760324,110.37554,534.36,NaN,0.0,10.374194,,18 / 36,575,2020-09-27 05:39:19:410
2.2841,-1.2737,9.2883,1.6277,-1.2515,9.5893,0.7511,0.07,-0.3481,39.0,38.43,26.31,7.97,306.72,7.19,-7.17,2.0,34.102,-7.760324,110.37554,534.36,NaN,0.0,10.374194,,18 / 36,585,2020-09-27 05:39:19:420
2.2841,-1.2737,9.2883,1.6277,-1.2515,9.5893,0.7511,0.07,-0.3481,39.0,38.43,26.31,7.97,306.72,7.19,-7.17,2.0,34.102,-7.760324,110.37554,534.36,NaN,0.0,10.374194,,18 / 36,595,2020-09-27 05:39:19:430
2.2841,-1.2737,9.2883,1.6277,-1.2515,9.5893,0.7511,0.07,-0.3481,39.0,38.43,26.31,7.97,306.72,7.19,-7.17,2.0,34.102,-7.760324,110.37554,534.36,NaN,0.0,10.374194,,18 / 36,605,2020-09-27 05:39:19:440
2.2841,-1.2737,9.2883,1.6277,-1.2515,9.5893,0.7511,0.07,-0.3481,39.0,38.43,26.31,7.97,306.72,7.19,-7.17,2.0,34.102,-7.760324,110.37554,534.36,NaN,0.0,10.374194,,18 / 36,615,2020-09-27 05:39:19:450
2.2841,-1.2737,9.2883,1.6277,-1.2515,9.5893,0.7511,0.07,-0.3481,39.0,38.43,26.31,7.97,306.72,7.19,-7.17,2.0,34.102,-7.760324,110.37554,534.36,NaN,0.0,10.374194,,18 / 36,625,2020-09-27 05:39:19:460
2.2841,-1.2737,9.2883,1.6277,-1.2515,9.5893,0.7511,0.07,-0.3481,39.0,38.43,26.31,7.97,306.72,7.19,-7.17,2.0,34.102,-7.760324,110.37554,534.36,NaN,0.0,10.374194,,18 / 36,634,2020-09-27 05:39:19:469
2.2841,-1.2737,9.2883,1.6277,-1.2515,9.5893,0.7511,0.07,-0.3481,39.0,38.43,26.31,7.97,306.72,7.19,-7.17,2.0,34.102,-7.760324,110.37554,534.36,NaN,0.0,10.374194,,18 / 36,645,2020-09-27 05:39:19:480
2.2841,-1.2737,9.2883,1.6277,-1.2515,9.5893,0.7511,0.07,-0.3481,39.0,38.43,26.31,7.97,306.72,7.19,-7.17,2.0,34.102,-7.760324,110.37554,534.36,NaN,0.0,10.374194,,18 / 36,655,2020-09-27 05:39:19:490
2.2841,-1.2737,9.2883,1.6277,-1.2515,9.5893,0.7511,0.07,-0.3481,39.0,39.54,25.78,5.41,305.24,7.33,-9.63,2.0,34.102,-7.760324,110.37554,534.36,NaN,0.0,10.374194,,18 / 36,665,2020-09-27 05:39:19:500
2.2841,-1.2737,9.2883,1.6277,-1.2515,9.5893,0.7511,0.07,-0.3481,39.0,39.54,25.78,5.41,305.24,7.33,-9.63,2.0,34.102,-7.760324,110.37554,534.36,NaN,0.0,10.374194,,18 / 36,674,2020-09-27 05:39:19:509
2.2841,-1.2737,9.2883,1.6277,-1.2515,9.5893,0.7511,0.07,-0.3481,38.0,39.54,25.78,5.41,305.24,7.33,-9.63,2.0,34.102,-7.760324,110.37554,534.36,NaN,0.0,10.374194,,18 / 36,686,2020-09-27 05:39:19:521
2.2841,-1.2737,9.2883,1.6277,-1.2515,9.5893,0.7511,0.07,-0.3481,38.0,39.54,25.78,5.41,305.24,7.33,-9.63,2.0,34.102,-7.760324,110.37554,534.36,NaN,0.0,10.374194,,18 / 36,696,2020-09-27 05:39:19:531
3.1077,-1.2689,9.5517,1.6277,-1.2515,9.5893,0.7511,0.07,-0.3481,38.0,39.54,25.78,5.41,305.24,7.33,-9.63,2.0,34.102,-7.760324,110.37554,534.36,NaN,0.0,10.374194,,18 / 36,705,2020-09-27 05:39:19:540
3.1077,-1.2689,9.5517,1.6277,-1.2515,9.5893,0.7511,0.07,-0.3481,38.0,39.54,25.78,5.41,305.24,7.33,-9.63,2.0,34.102,-7.760324,110.37554,534.36,NaN,0.0,10.374194,,18 / 36,715,2020-09-27 05:39:19:550
3.1077,-1.2689,9.5517,1.6277,-1.2515,9.5893,0.7511,0.07,-0.3481,38.0,39.54,25.78,5.41,305.24,7.33,-9.63,2.0,34.102,-7.760324,110.37554,534.36,NaN,0.0,10.374194,,18 / 36,724,2020-09-27 05:39:19:559
3.1077,-1.2689,9.5517,1.6277,-1.2515,9.5893,0.7511,0.07,-0.3481,38.0,39.54,25.78,5.41,305.24,7.33,-9.63,2.0,34.102,-7.760324,110.37554,534.36,NaN,0.0,10.374194,,18 / 36,735,2020-09-27 05:39:19:570
3.1077,-1.2689,9.5517,2.1581,-1.2594,9.483,0.9092,-0.1228,-0.0256,38.0,39.54,25.78,5.41,305.24,7.33,-9.63,2.0,34.102,-7.760324,110.37554,534.36,NaN,0.0,10.374194,,18 / 36,745,2020-09-27 05:39:19:580
3.1077,-1.2689,9.5517,2.1581,-1.2594,9.483,0.9092,-0.1228,-0.0256,38.0,39.54,25.78,5.41,305.24,7.33,-9.63,2.0,34.102,-7.760324,110.37554,534.36,NaN,0.0,10.374194,,18 / 36,755,2020-09-27 05:39:19:590
3.1077,-1.2689,9.5517,2.1581,-1.2594,9.483,0.9092,-0.1228,-0.0256,38.0,39.54,25.78,5.41,305.24,7.33,-9.63,2.0,34.102,-7.760324,110.37554,534.36,NaN,0.0,10.374194,,18 / 36,766,2020-09-27 05:39:19:601
3.1077,-1.2689,9.5517,2.1581,-1.2594,9.483,0.9092,-0.1228,-0.0256,38.0,39.54,25.78,5.41,305.24,7.33,-9.63,2.0,34.102,-7.760324,110.37554,534.36,NaN,0.0,10.374194,,18 / 36,774,2020-09-27 05:39:19:609
3.1077,-1.2689,9.5517,2.1581,-1.2594,9.483,0.9092,-0.1228,-0.0256,38.0,39.54,25.78,5.41,305.24,7.33,-9.63,2.0,34.102,-7.760324,110.37554,534.36,NaN,0.0,10.374194,,18 / 36,785,2020-09-27 05:39:19:620
3.1077,-1.2689,9.5517,2.1581,-1.2594,9.483,0.9092,-0.1228,-0.0256,38.0,39.54,25.78,5.41,305.24,7.33,-9.63,2.0,34.102,-7.760324,110.37554,534.36,NaN,0.0,10.374194,,18 / 36,795,2020-09-27 05:39:19:630
3.1077,-1.2689,9.5517,2.1581,-1.2594,9.483,0.9092,-0.1228,-0.0256,38.0,39.54,25.78,5.41,305.24,7.33,-9.63,2.0,33.228,-7.760324,110.37554,534.36,NaN,0.0,10.374194,,18 / 36,805,2020-09-27 05:39:19:640
3.1077,-1.2689,9.5517,2.1581,-1.2594,9.483,0.9092,-0.1228,-0.0256,38.0,39.69,24.41,1.68,303.16,7.38,-12.82,2.0,33.228,-7.760324,110.37554,534.36,NaN,0.0,10.374194,,18 / 36,815,2020-09-27 05:39:19:650
3.2034,-1.3838,9.2883,2.1581,-1.2594,9.483,0.9092,-0.1228,-0.0256,38.0,39.69,24.41,1.68,303.16,7.38,-12.82,2.0,33.228,-7.760324,110.37554,534.36,NaN,0.0,10.374194,,18 / 36,824,2020-09-27 05:39:19:659
3.2034,-1.3838,9.2883,2.1581,-1.2594,9.483,0.9092,-0.1228,-0.0256,38.0,39.69,24.41,1.68,303.16,7.38,-12.82,2.0,33.228,-7.760324,110.37554,534.36,NaN,0.0,10.374194,,18 / 36,838,2020-09-27 05:39:19:673
3.2034,-1.3838,9.2883,2.1581,-1.2594,9.483,0.9092,-0.1228,-0.0256,38.0,39.69,24.41,1.68,303.16,7.38,-12.82,2.0,33.228,-7.760324,110.37554,534.36,NaN,0.0,10.374194,,18 / 36,845,2020-09-27 05:39:19:680
3.2034,-1.3838,9.2883,2.629,-1.2974,9.3582,0.7594,-0.0379,-0.1889,38.0,39.69,24.41,1.68,303.16,7.38,-12.82,2.0,33.228,-7.760324,110.37554,534.36,NaN,0.0,10.374194,,18 / 36,855,2020-09-27 05:39:19:690
3.2034,-1.3838,9.2883,2.629,-1.2974,9.3582,0.7594,-0.0379,-0.1889,38.0,39.69,24.41,1.68,303.16,7.38,-12.82,2.0,33.228,-7.760324,110.37554,534.36,NaN,0.0,10.374194,,18 / 36,865,2020-09-27 05:39:19:700
3.2034,-1.3838,9.2883,2.629,-1.2974,9.3582,0.7594,-0.0379,-0.1889,38.0,39.69,24.41,1.68,303.16,7.38,-12.82,2.0,33.228,-7.760324,110.37554,534.36,NaN,0.0,10.374194,,18 / 36,875,2020-09-27 05:39:19:710
3.2034,-1.3838,9.2883,2.629,-1.2974,9.3582,0.7594,-0.0379,-0.1889,38.0,39.69,24.41,1.68,303.16,7.38,-12.82,2.0,33.228,-7.760324,110.37554,534.36,NaN,0.0,10.374194,,18 / 36,885,2020-09-27 05:39:19:720
3.2034,-1.3838,9.2883,2.629,-1.2974,9.3582,0.7594,-0.0379,-0.1889,38.0,39.69,24.41,1.68,303.16,7.38,-12.82,2.0,33.228,-7.760324,110.37554,534.36,NaN,0.0,10.374194,,18 / 36,894,2020-09-27 05:39:19:729
3.2034,-1.3838,9.2883,2.629,-1.2974,9.3582,0.7594,-0.0379,-0.1889,38.0,39.69,24.41,1.68,303.16,7.38,-12.82,2.0,33.228,-7.760324,110.37554,534.36,NaN,0.0,10.374194,,18 / 36,905,2020-09-27 05:39:19:740
3.2034,-1.3838,9.2883,2.629,-1.2974,9.3582,0.7594,-0.0379,-0.1889,38.0,39.69,24.41,1.68,303.16,7.38,-12.82,2.0,33.228,-7.760324,110.37554,534.36,NaN,0.0,10.374194,,18 / 36,915,2020-09-27 05:39:19:750
3.2034,-1.3838,9.2883,2.629,-1.2974,9.3582,0.7594,-0.0379,-0.1889,38.0,39.69,24.41,1.68,303.16,7.38,-12.82,2.0,33.228,-7.760324,110.37554,534.36,NaN,0.0,10.374194,,18 / 36,925,2020-09-27 05:39:19:760
3.2034,-1.3838,9.2883,2.629,-1.2974,9.3582,0.7594,-0.0379,-0.1889,38.0,42.84,22.64,1.86,301.04,7.6,-15.69,2.0,33.228,-7.760324,110.37554,534.36,NaN,0.0,10.374194,,18 / 36,935,2020-09-27 05:39:19:770
3.2034,-1.3838,9.2883,2.629,-1.2974,9.3582,0.7594,-0.0379,-0.1889,38.0,42.84,22.64,1.86,301.04,7.6,-15.69,2.0,33.228,-7.760324,110.37554,534.36,NaN,0.0,10.374194,,18 / 36,945,2020-09-27 05:39:19:780
3.4285,-1.4174,9.3075,2.629,-1.2974,9.3582,0.7594,-0.0379,-0.1889,38.0,42.84,22.64,1.86,301.04,7.6,-15.69,2.0,33.228,-7.760324,110.37554,534.36,NaN,0.0,10.374194,,18 / 36,955,2020-09-27 05:39:19:790
3.4285,-1.4174,9.3075,2.629,-1.2974,9.3582,0.7594,-0.0379,-0.1889,38.0,42.84,22.64,1.86,301.04,7.6,-15.69,2.0,33.228,-7.760324,110.37554,534.36,NaN,0.0,10.374194,,18 / 36,965,2020-09-27 05:39:19:800
3.4285,-1.4174,9.3075,2.629,-1.2974,9.3582,0.7594,-0.0379,-0.1889,38.0,42.84,22.64,1.86,301.04,7.6,-15.69,2.0,33.228,-7.760324,110.37554,534.36,NaN,0.0,10.374194,,18 / 36,975,2020-09-27 05:39:19:810
3.4285,-1.4174,9.3075,2.629,-1.2974,9.3582,0.7594,-0.0379,-0.1889,38.0,42.84,22.64,1.86,301.04,7.6,-15.69,2.0,33.228,-7.760324,110.37554,534.36,NaN,0.0,10.374194,,18 / 36,985,2020-09-27 05:39:19:820
3.4285,-1.4174,9.3075,2.629,-1.2974,9.3582,0.7594,-0.0379,-0.1889,38.0,42.84,22.64,1.86,301.04,7.6,-15.69,2.0,33.228,-7.760324,110.37554,534.36,NaN,0.0,10.374194,,18 / 36,995,2020-09-27 05:39:19:830
3.4285,-1.4174,9.3075,2.629,-1.2974,9.3582,0.7594,-0.0379,-0.1889,38.0,42.84,22.64,1.86,301.04,7.6,-15.69,2.0,33.228,-7.760324,110.37554,534.36,NaN,0.0,10.374194,,18 / 36,1005,2020-09-27 05:39:19:840
3.4285,-1.4174,9.3075,2.9934,-1.3214,9.2447,0.6787,-0.0527,-0.2301,38.0,42.84,22.64,1.86,301.04,7.6,-15.69,2.0,33.228,-7.760324,110.37554,534.36,NaN,0.0,10.374194,,18 / 36,1014,2020-09-27 05:39:19:849
3.4285,-1.4174,9.3075,2.9934,-1.3214,9.2447,0.6787,-0.0527,-0.2301,38.0,42.84,22.64,1.86,301.04,7.6,-15.69,2.0,33.228,-7.760324,110.37554,534.36,NaN,0.0,10.374194,,18 / 36,1025,2020-09-27 05:39:19:860
3.4285,-1.4174,9.3075,2.9934,-1.3214,9.2447,0.6787,-0.0527,-0.2301,38.0,42.84,22.64,1.86,301.04,7.6,-15.69,2.0,33.228,-7.760324,110.37554,534.36,NaN,0.0,10.374194,,18 / 36,1036,2020-09-27 05:39:19:871
3.4285,-1.4174,9.3075,2.9934,-1.3214,9.2447,0.6787,-0.0527,-0.2301,38.0,42.84,22.64,1.86,301.04,7.6,-15.69,2.0,33.228,-7.760324,110.37554,534.36,NaN,0.0,10.374194,,18 / 36,1045,2020-09-27 05:39:19:880
